"","PROLIFIC_PID","I.would.feel.a.sense.of.loss.if.an.intelligent.system.was.unavailable.and.I.could.no.longer.use.it.","Intelligent.systems.help.me.to.understand.the.world.around.me.","Intelligent.systems.help.me.to.plan.","I.spend.a.lot.of.my.time.interacting.with.intelligent.systems.on.an.average.day.","I.m.concerned.that.intelligent.systems.will.collect.too.much.personal.information.from.me.","I.worry.that.intelligent.systems.will.lead.to.a.surveillance.state.","I.m.worried.about.the.general.safety.of.intelligent.systems.","I.am.suspicious.of.an.intelligent.system.s.action..or.outputs.","I.have.the.knowledge.necessary.to.use.intelligent.systems.","I.find.it.easy.to.learn.to.use.new.intelligent.systems.","Intelligent.systems.are.difficult.to.navigate.","I.find.intelligent.systems.easy.to.use.","Truck.driving.should.be.left.to.humans.rather.being.handled.by.a.system.","Deliveries.of.products.to.customers.can.only.be.done.by.humans.","I.would.not.use.a.self.driving.driverless.car.as.my.primary.means.of.transportation.","Final.decisions.about.who.to.hire.for.a.job.should.be.made.by.qualified.people.and.not.by.automated.hiring.systems.","When.sentencing.persons.convicted.of.crimes..automated.systems.should.be.used.instead.of.human.judges.or.juries.","Automated.education.systems.are.more.effective.than.human.led.classrooms.","Music.streaming.applications.have.the.ability.to.make.music.recommendations.for.me.that.I.will.enjoy.","When.shopping.online.personalized.computer.generated.ads.are.very.helpful.recommendations.","Social.media.feeds.are.useful.for.suggesting.content.that.I.would.like","abilitySub","integritySub","understandingSub","intTotal","abilityDiff","integrityDiff","understandingDiff","intTotalDiff","transportSub","decisionSub","socialSub","specTotal","transportDiff","decisionDiff","socialDiff","Final.Dot.Difference","Num.Of.Trials","Choice.of.Human","Choice.of.Algorithm","Human.Trials.Changed.to.Algor","Algor.Trials.Changed.to.Human","Algor.Default.Trials.Not.Changed","Human.Default.Trials.Not.Changed","Block.4.Human.Acc","Block.4.Algor.Acc","Human.Choice.After.Block.4","Algor.Choice.After.Block.4","Advisor.Changed","Left.Box.Chosen","Preference.Strength","Max.Cj","Min.Cj","Cj.Range","Num.of.Unique.Cj.Values","Advice.Ignored.Trials","Mean.Cj.Change","Cj1.Mean.Resolution","Cj2.Mean.Resolution","Mean.Cj1.Accuracy","Mean.Cj2.Accuracy","Sway.of.Human.Advice","Sway.of.Algor.Advice","Mean.RT1","Mean.RT2","Mean.CTC","AccQuant1","AccQuant2","AccQuant3","AccQuant4","AdvQuant1","AdvQuant2","AdvQuant3","AdvQuant4","CjQuant1","CjQuant2","CjQuant3","CjQuant4","Mean.Cj1","Mean.Cj2","St.Dev.Cj1","St.Dev.Cj2","Human.Agreed..","Algor.Agreed..","Algor.Agreed...Diff","Human.Agreed.Conf.Diff","Algor.Agreed.Conf.Diff","Human.Disagreed.Conf.Diff","Algor.Disagreed.Conf.Diff","Algor.Relative.Influence","dd.Block.1.End","dd.Block.2.End","Block.1.Accuracy","Block.2.Accuracy","The.human.advisor.is.reliable.","I.am.confident.in.the.human.advisor.","I.can.trust.the.human.advisor.","The.human.advisor.is.dependable.","The.computer.advisor.is.reliable.","I.am.confident.in.the.computer.advisor.","I.can.trust.the.computer.advisor.","The.computer.advisor.is.dependable.","This.task.would.be.much.harder.without.an.advisor.","I.believe.the.human.s.advice.was.from.a.real.person.who.was.a.past.participant.","I.believe.the.computer.s.advice.was.from.a.real.algorithm.","I.feel.that.the.task.was.too.easy.","humanTrustReport","algorTrustReport","algorTrustDiff","influenceR","humanAgConfDiffR","humanDisConfDiffR","algorAgConfDiffR","algorDisConfDiffR"
"28","5e4a932344498f4e361fee0d",2,1,3,2,3,3,3,5,6,6,6,6,4,5,5,2,2,4,5,3,5,8,14,24,46,-8,-2,8,-2,14,8,13,35,2,-4,1,11,240,0.45,0.55,0.425,0.325,0.675,0.575,0.714,0.719,0.45,0.55,0.375,0.604,0.05,47,3,44,44,4,10.342,3.042,0.822,0.758,0.754,6.243,1.475,1.507,1.69,3.699,0.831,0.75,0.615,0.831,0.475,0.462,0.635,0.559,0.246,0.217,0.217,0.246,25.125,32.407,10.557,12.867,0.718,0.585,-0.133,-5.667,-3.652,-7.8,1.471,-7.256,14,11,0.733,0.767,2,3,3,2,3,5,4,4,4,2,4,1,10,16,6,10.9547619047619,7,0.583333333333333,12.5714285714286,-4.8
"29","5e4dc0e1506e2f222ce980be",4,5,6,5,4,4,4,4,5,5,5,6,2,5,2,3,2,2,6,5,6,20,16,21,57,4,0,5,9,9,7,17,33,-3,-5,5,15,240,0.512,0.488,0.4,0.425,0.575,0.6,0.647,0.615,0.475,0.525,0.4125,0.492,0.012,46,1,45,44,8,6.196,3.656,7.729,0.854,0.858,0.282,0.282,1.912,1.618,3.626,0.964,0.842,0.729,0.9,0.2,0.702,0.644,0.417,0.229,0.237,0.246,0.25,13.658,18.739,10.854,13.321,0.769,0.78,0.011,0,0.333,1.222,0.111,1.444,13,15,0.633,0.667,4,4,4,4,3,3,3,3,2,4,2,4,16,12,-4,6.19855144855145,7.25,-2.72727272727273,6.71428571428571,-9.46153846153846
"30","5e53d07dc85a5901e8a08ef4",5,5,5,5,2,4,2,4,5,4,4,4,3,6,4,2,6,4,4,4,4,20,12,17,49,4,-4,1,1,13,12,12,37,1,0,0,9,240,0.369,0.631,0.4125,0.15,0.85,0.5875,0.773,0.658,0.392,0.608,0.28125,0.525,0.131,50,2,48,47,33,7.171,4.095,1.416,0.838,0.817,1.325,0.842,1.412,1.583,3.587,0.917,0.733,0.741,0.966,0.617,0.517,0.621,0.621,0.25,0.25,0.242,0.242,30.246,36.731,12.174,12.097,0.625,0.725,0.1,-1.6,-1.37,-0.867,0.455,-1.092,15,9,0.7,0.833,3,4,4,4,3,3,3,3,4,4,2,3,15,12,-3,2.61802197802198,9.36,-1,9.69230769230769,-3.28571428571429
"31","5e64de363b1ae12553598f84",5,5,6,6,3,3,3,3,6,6,4,6,2,2,2,1,1,1,5,3,4,22,12,22,56,6,-4,6,8,6,3,12,21,-6,-9,0,14,240,0.45,0.55,0.1,0,1,0.9,0.364,0.789,0.5,0.5,0.05,0.346,0.05,42,3,39,39,47,2.183,6.037,6.056,0.646,0.642,0.55,0.41,1.394,1.128,3.136,0.741,0.635,0.607,0.6,0.586,0.462,0.482,0.583,0.242,0.217,0.233,0.25,21.05,21.063,9.068,8.893,0.561,0.359,-0.202,-1.045,-2.071,0.056,0.52,-1.49,13,14,0.633,0.667,2,3,2,3,2,2,2,2,1,2,2,3,10,8,-2,-1.20610967979389,-0.318181818181818,-1.94736842105263,-0.230769230769231,-0.653846153846154
"32","5e676b124b800e000cb34228",3,3,5,5,2,2,2,2,5,3,2,3,4,6,5,2,1,2,7,5,6,16,8,13,37,0,-8,-3,-11,15,5,18,38,3,-7,6,9,240,0.394,0.606,0.3375,0.125,0.875,0.6625,0.654,0.765,0.392,0.608,0.23125,0.504,0.106,50,1,49,44,10,9.638,0.06,2.75,0.592,0.604,0.649,3.3,3.286,2.448,4.456,0.633,0.586,0.638,0.534,0.6,0.397,0.741,0.534,0.25,0.242,0.242,0.242,22.962,23.526,10.629,13.069,0.625,0.525,-0.1,-1.364,3.857,0.4,2.684,2.937,13,9,0.7,0.8,3,3,3,3,3,2,3,3,4,4,4,1,12,11,-1,-6.70651629072682,8.23809523809524,-19.3684210526316,8.95,-11.95
"33","5e68b753e203811578c0a521",5,6,6,5,1,3,4,3,6,6,5,5,1,6,3,1,2,3,5,3,4,22,11,22,55,6,-5,6,7,10,6,12,28,-2,-6,0,14,240,0.85,0.15,0.025,0.725,0.275,0.975,0.689,0.733,0.842,0.158,0.375,0.412,0.35,50,1,49,44,1,12.262,4.547,3.647,0.746,0.775,1.5,4.081,2.41,2.089,4.112,0.862,0.755,0.611,0.815,0.241,0.283,0.278,0.278,0.242,0.221,0.225,0.225,21.821,20.509,11.349,12.556,0.85,0.75,-0.1,1.031,-1.852,-15,-10.1,-7.783,15,14,0.467,0.467,5,4,4,4,1,2,1,2,3,2,2,2,17,6,-11,-6.07792860734037,3.44444444444444,-22.6923076923077,-1,-21.0588235294118
"34","5e6e8144f49fd8000821e72f",5,6,5,5,3,5,5,3,7,6,7,6,3,3,3,2,4,6,4,5,7,21,16,26,63,5,0,10,15,9,12,16,37,-3,0,4,15,240,0.494,0.506,0.025,0.0125,0.9875,0.975,0.69,0.645,0.5,0.5,0.01875,0.317,0.006,38,2,36,31,0,6.804,3.174,2.825,0.567,0.692,0.667,0.595,1.332,1.244,3.25,0.685,0.583,0.552,0.5,0.5,0.521,0.5,0.5,0.225,0.2,0.242,0.25,13.196,16.288,6.281,7.968,0.923,0.927,0.004,-0.167,0.059,-5.667,-8,2.559,11,15,0.6,0.433,4,4,4,3,4,4,4,3,4,5,4,2,15,15,0,3.00079365079365,6.27777777777778,-18.8571428571429,7.28571428571429,-20.85
"35","5e72db2782efd522c37d4a77",5,4,4,5,3,4,4,4,5,5,5,5,4,5,3,3,1,4,5,5,5,18,15,20,53,2,-1,4,5,12,8,15,35,0,-4,3,14,240,0.325,0.675,0.4875,0.1375,0.8625,0.5125,0.69,0.581,0.283,0.717,0.3125,0.783,0.175,41,1,40,34,3,7.15,0.958,1.301,0.608,0.662,0.528,2.071,3.34,4.328,6.335,0.655,0.5,0.554,0.667,0.517,0.646,0.768,0.567,0.242,0.2,0.233,0.25,16.179,19.672,7.712,10.874,0.8,0.875,0.075,-2.821,-3.826,7.5,6,0.495,13,14,0.667,0.6,4,3,3,3,4,3,3,3,4,5,4,1,13,13,0,4.55100455100455,4.53846153846154,-11.6428571428571,5.95454545454545,-14.7777777777778
"36","5e8529aa0a340d10f4af649e",2,1,5,2,1,4,3,3,7,6,4,5,1,4,1,1,3,1,7,1,5,10,11,22,43,-6,-5,6,-5,6,5,13,24,-6,-7,1,9,240,0.569,0.431,0.4,0.5375,0.4625,0.6,0.522,0.649,0.65,0.35,0.46875,0.675,0.069,50,1,49,47,49,7.579,1.42,3.787,0.675,0.688,0.378,2.556,1.863,1.763,3.773,0.733,0.7,0.559,0.712,0.45,0.45,0.424,0.508,0.25,0.25,0.246,0.246,33.862,39.308,14.558,11.267,0.744,0.732,-0.012,-0.407,0.52,-0.3,7.182,-6.554,14,9,0.7,0.8,1,1,1,1,1,1,1,1,1,1,1,3,4,4,0,10.5401583710407,8.88461538461539,-11.5384615384615,7.375,-23.5882352941176
"37","5e8dddaf3d1b57068b77b2f2",5,4,5,5,1,4,5,3,6,6,6,5,3,4,5,2,3,2,5,2,6,19,13,23,55,3,-3,7,7,12,7,13,32,0,-5,1,15,240,0.606,0.394,0.35,0.5625,0.4375,0.65,0.667,0.633,0.642,0.358,0.45625,0.621,0.106,49,1,48,47,0,10.204,2.025,0.478,0.838,0.829,1.425,1.026,2.694,2.934,4.954,0.86,0.824,0.768,0.898,0.404,0.333,0.554,0.356,0.237,0.212,0.233,0.246,22.808,25.085,12.068,17.136,0.675,0.675,0,-1.37,-2.769,-1.538,8.615,-11.553,14,15,0.7,0.7,4,4,4,4,2,3,3,2,5,4,4,2,16,10,-6,2.57081807081807,8.55555555555556,-8.61538461538461,10.3846153846154,-9.35714285714286
"38","5e8f32cb79a8e80727d489a3",5,4,4,3,3,3,3,3,5,6,6,6,2,5,5,1,1,1,5,4,4,16,12,23,51,0,-4,7,3,12,3,13,28,0,-9,1,10,240,0.206,0.794,0.85,0.2625,0.7375,0.15,0.739,0.676,0.167,0.833,0.55625,0.496,0.294,38,1,37,36,1,8.017,1.129,5.259,0.725,0.7,1.188,3.057,1.913,1.873,3.887,0.817,0.6,0.772,0.696,0.733,0.717,0.632,0.714,0.25,0.25,0.237,0.233,21.425,26.075,8.439,9.034,0.825,0.875,0.05,-0.24,-2.033,-4.571,-9.2,2.835,15,10,0.467,0.767,3,4,4,4,2,4,4,2,4,3,2,2,15,12,-3,0.0899122807017534,7.36842105263158,-29.3333333333333,8.16666666666667,-28.625
"39","5e8f8865b7c5540ed1d3fcd1",2,2,3,5,1,2,3,3,4,5,6,6,3,7,5,1,2,1,3,3,2,12,9,21,42,-4,-7,5,-6,15,4,8,27,3,-8,-4,13,240,0.481,0.519,0.05,0.0125,0.9875,0.95,0.63,0.697,0.5,0.5,0.03125,0.717,0.019,50,2,48,42,4,8.462,5.411,0.389,0.717,0.704,3.237,1.514,2.657,2.331,4.343,0.745,0.653,0.586,0.833,0.491,0.49,0.466,0.617,0.229,0.204,0.242,0.25,25.321,26.764,8.866,12.022,0.707,0.718,0.011,-4.346,-1.846,-0.833,-0.727,2.394,13,13,0.7,0.633,4,4,3,3,4,4,3,3,4,4,5,3,14,14,0,-0.496218487394959,6.25,-12.1176470588235,6.8,-11.0714285714286
"40","5e9898fe07bacf0a1be91a71",5,5,4,4,4,6,6,6,6,5,4,5,7,7,4,3,2,4,2,2,2,18,22,20,60,2,6,4,12,18,9,6,33,6,-3,-6,12,240,0.5,0.5,0,0,1,1,0.613,0.759,0.5,0.5,0,0.446,0,43,1,42,35,2,6.192,3.716,1.788,0.817,0.821,0.135,0.425,1.578,1.549,3.553,0.914,0.833,0.655,0.891,0.552,0.333,0.509,0.527,0.242,0.225,0.229,0.229,12.9,15.515,8.172,11.148,0.7,0.725,0.025,1.32,0.759,-3.167,-0.455,-3.274,13,12,0.767,0.7,2,2,2,2,2,2,2,2,4,4,4,1,8,8,0,1.43852758494702,5.39130434782609,-6.70588235294118,7.53571428571429,-6
"41","5e9a166d196ab009eb34bcdd",3,6,6,6,3,5,4,5,6,7,6,6,5,6,3,1,1,1,6,6,6,21,17,25,63,5,1,9,15,14,3,18,35,2,-9,6,15,240,0.5,0.5,0,0,1,1,0.759,0.677,0.5,0.5,0,0.338,0,41,1,40,29,4,5.962,3.324,2.011,0.633,0.729,2.359,1.103,2.169,4.903,6.924,0.81,0.51,0.455,0.741,0.586,0.627,0.273,0.5,0.242,0.212,0.183,0.225,12.529,12.07,6.393,9.076,0.692,0.683,-0.009,-0.148,0.192,-7.333,-3.692,-3.301,13,15,0.7,0.6,3,4,4,4,2,2,2,3,3,2,4,2,15,9,-6,-2.49384057971015,2.54166666666667,-12.4666666666667,4.34782608695652,-8.16666666666667
"42","5ea6b76db2b9b602423a74ba",5,6,5,6,2,3,5,3,7,6,6,6,6,6,7,4,1,2,7,6,5,22,13,25,60,6,-3,9,12,19,7,18,44,7,-5,6,10,240,0.287,0.713,0.5375,0.1125,0.8875,0.4625,0.75,0.795,0.342,0.658,0.325,0.842,0.213,50,1,49,42,16,5.396,2.704,4.711,0.521,0.688,3.167,1.231,2.47,2.212,4.221,0.519,0.611,0.404,0.55,0.615,0.63,0.649,0.65,0.217,0.225,0.237,0.25,34.079,37.627,9.605,8.633,0.927,0.897,-0.029,-3.593,-1.045,0.667,-2.25,5.464,11,10,0.667,0.7,4,4,3,4,2,2,2,2,4,2,2,5,15,8,-7,-7.39282296650718,5.04545454545455,-55.7894736842105,1.84210526315789,-51.6
"43","5ea83c6fefba0523e9c027b9",3,5,6,1,1,4,2,4,5,5,4,5,3,5,2,1,1,1,7,5,4,15,11,19,45,-1,-5,3,-3,10,3,16,29,-2,-9,4,11,240,0.738,0.262,0.0875,0.5625,0.4375,0.9125,0.756,0.684,0.725,0.275,0.325,0.325,0.238,49,7,42,39,1,10.662,8.607,5.131,0.717,0.696,4.378,2.789,1.797,1.916,3.936,0.847,0.612,0.649,0.733,0.356,0.429,0.246,0.4,0.246,0.204,0.237,0.25,33.025,30.478,8.435,13.935,0.75,0.75,0,-1.63,1.071,-11.8,-13.6,4.501,14,11,0.5,0.633,4,5,4,3,4,4,4,3,5,5,5,2,16,15,-1,-2.50983519404572,6.36842105263158,-30,6.63636363636364,-27.2222222222222
"44","5ea89875a09cad2e96886d84",3,3,5,5,1,3,1,5,7,6,6,7,5,6,5,1,1,1,6,1,5,16,10,26,52,0,-6,10,4,16,3,12,31,4,-9,0,15,240,0.356,0.644,0.525,0.2375,0.7625,0.475,0.654,0.676,0.35,0.65,0.38125,0.633,0.144,49,7,42,41,5,4.933,5.058,2.658,0.767,0.758,0.342,0.026,1.659,1.615,3.63,0.898,0.62,0.63,0.864,0.542,0.48,0.667,0.712,0.246,0.208,0.225,0.246,31.812,32.639,9.078,10.714,0.8,0.6,-0.2,-0.867,-2.591,4.875,3.625,-0.474,14,15,0.633,0.667,4,4,4,4,4,4,4,2,2,5,5,2,16,14,-2,-3.33809523809524,2.82142857142857,-19.9166666666667,4.45,-14.95
"45","5eab0df319a24d0af1de72dd",5,5,6,5,2,3,2,5,6,6,6,6,4,3,5,1,1,2,7,4,6,21,12,24,57,5,-4,8,9,12,4,17,33,0,-8,5,13,240,0.419,0.581,0.5,0.3375,0.6625,0.5,0.679,0.844,0.4,0.6,0.41875,0.567,0.081,50,1,49,47,2,11.921,2.182,6.584,0.729,0.767,3.361,2.432,2.11,1.968,3.988,0.828,0.678,0.627,0.745,0.517,0.542,0.678,0.527,0.242,0.246,0.246,0.229,18.704,27.491,13.137,14.156,0.949,0.756,-0.193,-3.441,-2.778,-2,-1.5,0.163,13,13,0.7,0.5,4,4,4,4,3,2,3,3,5,5,2,1,16,11,-5,-11.1619047619048,9.96666666666667,-27.6666666666667,11.9,-14.5714285714286
"46","5ead79a0f43b4441309657c9",5,4,6,5,3,4,3,2,6,7,6,6,1,4,2,1,1,3,6,3,2,20,12,25,57,4,-4,9,9,7,5,11,23,-5,-7,-1,12,240,0.412,0.588,0.175,0,1,0.825,0.471,0.605,0.492,0.508,0.0875,0.517,0.088,50,1,49,44,2,10.212,2.24,3.657,0.729,0.792,0.135,3.667,1.556,1.431,3.444,0.864,0.681,0.526,0.857,0.475,0.681,0.596,0.5,0.246,0.196,0.237,0.233,19.533,25.031,12.128,15.429,0.6,0.725,0.125,0.81,-3.818,-0.75,-3.364,-2.014,13,12,0.533,0.7,2,2,3,2,3,3,3,4,3,4,4,4,9,13,4,3.15636363636364,12.8,-7.68,13,-10.6363636363636
"47","5ec839d3a4474212eeb466fd",5,6,6,6,3,2,3,2,6,5,3,6,4,6,6,1,4,5,7,5,2,23,10,20,53,7,-6,4,5,16,10,14,40,4,-2,2,10,240,0.881,0.119,0.05,0.8125,0.1875,0.95,0.652,0.714,0.867,0.133,0.43125,0.392,0.381,42,2,40,37,2,7.983,4.23,2.145,0.7,0.721,2.974,0.487,4.679,2.33,4.338,0.807,0.638,0.66,0.672,0.193,0.293,0.18,0.293,0.237,0.242,0.208,0.242,17.908,19.221,7.747,10.614,0.7,0.7,0,-3.556,0.259,-1.667,-2.167,4.315,14,10,0.6,0.767,4,4,4,4,2,2,2,2,3,3,1,2,16,8,-8,-5.05800947381241,8.26086956521739,-15.8823529411765,2.19047619047619,-16.8947368421053
"48","5ec96e3609117f0a67231842",5,5,5,5,3,2,3,4,7,7,6,6,3,4,3,2,1,2,5,4,5,20,12,26,58,4,-4,10,10,10,5,14,29,-2,-7,2,11,240,0.5,0.5,0,0,1,1,0.871,0.655,0.5,0.5,0,0.375,0,50,5,45,43,17,6.383,4.178,1.378,0.758,0.762,2.25,1.925,1.809,1.78,3.81,0.847,0.643,0.707,0.836,0.475,0.464,0.586,0.455,0.246,0.233,0.242,0.229,29.271,24.129,9.956,11.806,0.675,0.5,-0.175,-0.852,1.05,-5.154,-4.9,1.648,14,11,0.7,0.767,3,3,4,3,4,4,4,4,2,3,3,3,13,16,3,3.15541310541311,-2.25925925925926,-9.15384615384615,0.75,-9.3
"49","5ece15c8c5284b19beb23d71",3,4,5,5,2,3,2,2,5,6,5,7,1,5,1,1,1,1,7,5,2,17,9,23,49,1,-7,7,1,7,3,14,24,-5,-9,2,13,240,0.419,0.581,0.175,0.0125,0.9875,0.825,0.773,0.658,0.45,0.55,0.09375,0.567,0.081,23,1,22,21,112,0.917,0.716,0.596,0.85,0.838,0.158,0.512,2.821,2.299,4.316,0.897,0.913,0.714,0.891,0.483,0.522,0.643,0.582,0.242,0.192,0.175,0.229,6.933,6.804,4.592,4.403,0.641,0.707,0.066,0.25,0.207,-0.857,1.25,-2.15,15,13,0.467,0.667,1,2,2,3,2,2,1,3,1,3,4,3,8,8,0,1.27528735632184,-0.166666666666667,-1.4,0.758620689655172,-1.75
"50","5ed500da05bbbb048389cd9f",4,5,5,5,2,2,2,4,6,7,5,6,5,5,3,4,4,4,6,5,5,19,10,24,53,3,-6,8,5,13,12,16,41,1,0,4,14,240,0.375,0.625,0.2875,0.0375,0.9625,0.7125,0.632,0.756,0.417,0.583,0.1625,0.637,0.125,50,1,49,47,1,9.612,0.327,4.874,0.85,0.821,0.333,3.135,1.838,1.774,3.779,0.931,0.815,0.707,0.967,0.586,0.593,0.586,0.567,0.242,0.225,0.242,0.25,17.5,25.214,12.943,14.836,0.8,0.9,0.1,-0.5,-3.485,3.25,-0.25,0.515,11,14,0.8,0.567,2,3,4,4,3,3,4,4,5,4,4,2,13,14,1,6.61732163646197,10.6086956521739,-4.70588235294118,12.7096774193548,-9.22222222222222
"51","5edd1cfb9a2ae09ff1250c9c",3,6,5,6,3,4,4,3,7,6,5,5,3,4,5,3,5,2,5,4,5,20,14,23,57,4,-2,7,9,12,10,14,36,0,-2,2,9,240,0.306,0.694,0.425,0.0375,0.9625,0.575,0.643,0.656,0.25,0.75,0.23125,0.604,0.194,50,1,49,50,6,9.475,0.549,1.762,0.654,0.704,6.606,3.541,1.359,1.51,3.521,0.667,0.655,0.576,0.717,0.65,0.638,0.661,0.583,0.25,0.242,0.246,0.25,24.142,26.875,11.626,13.559,0.846,0.78,-0.066,-6.889,2.714,-5.333,6.111,-1.841,14,9,0.667,0.8,2,4,2,3,3,4,4,4,3,3,4,2,11,15,4,-1.26442307692308,6.15384615384615,-16.9230769230769,6,-15.8125
"52","5ee919ad2825f916bae687ae",5,2,7,6,3,2,3,3,7,7,6,7,7,6,5,1,3,4,7,3,2,20,11,27,58,4,-5,11,10,18,8,12,38,6,-4,0,15,240,0.631,0.369,0.3625,0.625,0.375,0.6375,0.68,0.857,0.725,0.275,0.49375,0.708,0.131,41,1,40,35,0,7.092,3.833,0.695,0.75,0.754,1.541,0,1.426,1.56,3.568,0.719,0.692,0.649,0.893,0.439,0.442,0.298,0.446,0.237,0.217,0.237,0.233,12.4,16.236,7.821,11.898,0.707,0.692,-0.015,-2.04,-2.32,9,5.273,3.447,15,15,0.567,0.5,2,2,3,2,2,2,3,2,2,4,4,2,9,9,0,-3.38980392156862,6.33333333333333,-11.1764705882353,7.12,-7
"53","5eeb40c601b1dc2907bbff74",3,4,5,6,3,6,4,4,5,6,5,6,5,6,6,5,5,2,5,5,6,18,17,22,57,2,1,6,9,17,12,16,45,5,0,4,15,240,0.525,0.475,0.4,0.45,0.55,0.6,0.643,0.75,0.55,0.45,0.425,0.562,0.025,50,3,47,46,27,4.404,9.248,3.545,0.896,0.9,0.75,0.75,1.352,1.423,3.433,0.946,0.786,0.86,0.981,0.536,0.554,0.439,0.481,0.233,0.233,0.237,0.225,24.392,24.281,12.522,13.617,0.769,0.683,-0.086,-0.148,-0.556,-2.556,3.462,-6.425,11,15,0.767,0.633,4,4,4,3,4,4,4,3,3,1,5,2,15,15,0,-4.25897435897436,1.53846153846154,-9.23076923076923,1.57692307692308,-4.93333333333333
"54","5eeb8ae62af51132b7987743",6,6,7,7,3,2,3,3,7,7,7,7,1,2,3,1,6,1,7,6,7,26,11,28,65,10,-5,12,17,6,8,20,34,-6,-4,8,10,240,0.906,0.094,0.05,0.8625,0.1375,0.95,0.732,0.632,0.95,0.05,0.45625,0.821,0.406,50,9,41,42,2,9.246,8.043,3.097,0.65,0.717,2.611,5.308,3.632,2.047,4.057,0.811,0.633,0.375,0.78,0.17,0.224,0.268,0.288,0.221,0.204,0.233,0.246,32.371,32.033,9.834,11.647,0.775,0.675,-0.1,-2.037,2.462,16.556,11,10.054,15,10,0.6,0.8,4,4,4,4,3,2,2,2,1,4,2,1,16,9,-7,-15.996043956044,7.38461538461539,-25.5714285714286,0.76,-16.2
"55","5eef6be6d9005144df0e66cc",5,4,4,2,5,4,6,5,6,5,5,5,5,7,6,5,2,4,7,1,4,15,20,21,56,-1,4,5,8,18,11,12,41,6,-1,0,15,240,0.044,0.956,0.9375,0.025,0.975,0.0625,0.7,0.7,0.058,0.942,0.48125,0.417,0.456,45,1,44,40,11,8.458,0.831,1.521,0.771,0.775,2.703,1.818,1.3,1.459,3.468,0.932,0.609,0.625,0.914,0.847,0.761,0.839,0.741,0.246,0.192,0.233,0.242,14.592,19.241,10.951,12.449,0.854,0.821,-0.033,-1.032,-0.769,-11.333,-5.714,-5.356,15,15,0.7,0.667,1,2,2,1,4,4,3,2,4,3,4,2,6,13,7,2.84245228455755,6.10714285714286,-11.3846153846154,7.65,-12.6842105263158
"56","5ef9e842779c727aa03b8354",5,2,6,3,2,3,3,2,6,6,6,6,1,2,5,1,1,2,7,6,6,16,10,24,50,0,-6,8,2,8,4,19,31,-4,-8,7,15,240,0.475,0.525,0.1,0.05,0.95,0.9,0.767,0.767,0.467,0.533,0.075,0.458,0.025,47,9,38,27,21,4.721,12.88,19.661,0.804,0.808,0.525,0.568,1.732,1.662,3.684,0.867,0.845,0.68,0.833,0.5,0.552,0.44,0.611,0.25,0.242,0.208,0.225,32.804,36.851,5.385,6.304,0.659,0.692,0.034,-0.077,-0.44,-1.357,-0.833,-0.887,13,15,0.633,0.567,4,4,2,3,4,4,4,3,2,4,4,2,13,15,2,10.225,4.6,-7,7.95833333333333,-13.8666666666667
"57","5efb85865214c00f3f582de1",2,4,4,4,1,2,2,3,5,6,5,6,4,7,6,2,4,4,5,5,6,14,8,22,44,-2,-8,6,-4,17,10,16,43,5,-2,4,12,240,0.8,0.2,0.1375,0.7375,0.2625,0.8625,0.73,0.652,0.842,0.158,0.4375,0.217,0.3,43,3,40,41,30,6.917,5.039,5.203,0.621,0.688,1.9,0.475,1.888,1.841,3.855,0.772,0.481,0.593,0.625,0.088,0.37,0.407,0.375,0.237,0.225,0.225,0.233,21.021,20.056,10.228,11.366,0.7,0.625,-0.075,1.857,2.48,-10.667,-5.4,-4.644,15,12,0.567,0.7,3,3,3,4,2,2,2,2,4,4,3,1,13,8,-5,-8.00405150405151,5.07692307692308,-14.2857142857143,3.63636363636364,-7.72222222222222
"58","5f07267fa81c732d460fc24e",2,1,4,6,1,1,3,1,7,5,2,7,3,4,6,1,1,1,6,3,2,13,6,21,40,-3,-10,5,-8,13,3,11,27,1,-9,-1,10,240,0.5,0.5,0,0,1,1,0.7,0.667,0.5,0.5,0,0.346,0,50,4,46,45,220,0.083,2.67,2.678,0.671,0.671,0.05,0.075,1.785,1.49,3.507,0.767,0.567,0.567,0.783,0.55,0.55,0.433,0.467,0.25,0.25,0.25,0.25,23.558,23.483,11.71,11.732,0.6,0.55,-0.05,0.042,0.091,0.062,0.056,0.056,13,10,0.7,0.767,3,1,2,1,2,2,2,3,1,2,2,2,7,9,2,-0.0561868686868687,-0.0416666666666667,-0.0625,-0.0909090909090909,-0.0555555555555556
"59","5f1ada2167c7af0009073176",6,5,6,6,2,3,3,3,5,5,3,5,3,4,3,3,5,6,5,4,4,23,11,18,52,7,-5,2,4,10,14,13,37,-2,2,1,15,240,0.562,0.438,0.0375,0.1625,0.8375,0.9625,0.774,0.552,0.575,0.425,0.1,0.3,0.062,36,1,35,26,9,4.475,0.336,0.193,0.529,0.529,0.969,1.438,4.613,4.178,6.189,0.632,0.375,0.512,0.574,0.526,0.375,0.372,0.489,0.237,0.2,0.179,0.196,9.383,11.756,4.89,7.208,0.425,0.575,0.15,0.933,0.889,1,2.143,-1.187,15,15,0.6,0.533,3,3,3,3,4,2,4,4,4,4,4,2,12,14,2,7.20300751879699,-7.52631578947368,-4.66666666666667,-1.76190476190476,-6.10526315789474
